token	corpus size	all contexts size	frequency	co-frequency	specificity
再現	179033	30059	14	4	0.90
高慢	179033	30059	14	4	0.90
フィード	179033	30059	14	4	0.90
為	179033	30059	14	4	0.90
英語	179033	30059	14	4	0.90
なら	179033	30059	65	11	0.88
be	179033	30059	9	3	0.88
用語	179033	30059	9	3	0.88
分類	179033	30059	9	3	0.88
《	179033	30059	9	3	0.88
》	179033	30059	9	3	0.88
相当	179033	30059	9	3	0.88
続編	179033	30059	9	3	0.88
クエスト	179033	30059	9	3	0.88
領域	179033	30059	9	3	0.88
Sanctification	179033	30059	9	3	0.88
段階	179033	30059	9	3	0.88
つまり	179033	30059	33	7	0.87
形態	179033	30059	33	7	0.87
最新	179033	30059	62	10	0.87
b	179033	30059	62	10	0.87
森	179033	30059	40	8	0.87
ストーリー	179033	30059	61	10	0.87
テーマ	179033	30059	60	10	0.86
a	179033	30059	60	10	0.86
サービス	179033	30059	49	9	0.85
＝	179033	30059	57	9	0.85
番組	179033	30059	34	7	0.85
暴食	179033	30059	56	9	0.85
考え	179033	30059	51	9	0.84
言葉	179033	30059	51	9	0.84
元	179033	30059	55	9	0.84
解釈	179033	30059	15	4	0.84
達央	179033	30059	15	4	0.84
動き	179033	30059	15	4	0.84
26	179033	30059	42	8	0.84
小説	179033	30059	42	8	0.84
冒険	179033	30059	43	8	0.83
歴代	179033	30059	28	6	0.83
いき	179033	30059	45	8	0.82
28	179033	30059	48	8	0.82
どの	179033	30059	22	5	0.81
主題歌	179033	30059	29	6	0.81
亭	179033	30059	29	6	0.81
ブリタニア	179033	30059	37	7	0.81
簡単	179033	30059	10	3	0.80
美女	179033	30059	10	3	0.80
根源	179033	30059	10	3	0.80
反対	179033	30059	10	3	0.80
過ち	179033	30059	10	3	0.80
楽曲	179033	30059	10	3	0.80
書い	179033	30059	10	3	0.80
印	179033	30059	10	3	0.80
TVSP	179033	30059	10	3	0.80
描く	179033	30059	10	3	0.80
初	179033	30059	10	3	0.80
姫	179033	30059	10	3	0.80
固有	179033	30059	10	3	0.80
そこ	179033	30059	45	7	0.80
ラテン語	179033	30059	16	4	0.80
トリスタン	179033	30059	44	7	0.79
21	179033	30059	39	7	0.79
雨宮	179033	30059	39	7	0.79
梶	179033	30059	30	6	0.79
よく	179033	30059	30	6	0.79
数え	179033	30059	5	2	0.79
Steam	179033	30059	5	2	0.79
やがて	179033	30059	5	2	0.79
正しい	179033	30059	5	2	0.79
よれ	179033	30059	5	2	0.79
主な	179033	30059	5	2	0.79
恐る	179033	30059	5	2	0.79
手術	179033	30059	5	2	0.79
反する	179033	30059	5	2	0.79
現状	179033	30059	5	2	0.79
健	179033	30059	5	2	0.79
関し	179033	30059	5	2	0.79
バック	179033	30059	5	2	0.79
冒涜	179033	30059	5	2	0.79
キーワード	179033	30059	5	2	0.79
US	179033	30059	5	2	0.79
始まる	179033	30059	5	2	0.79
KONA	179033	30059	5	2	0.79
BLOG	179033	30059	5	2	0.79
導く	179033	30059	5	2	0.79
形代	179033	30059	5	2	0.79
移し	179033	30059	5	2	0.79
果実酒	179033	30059	5	2	0.79
テスト	179033	30059	5	2	0.79
張っ	179033	30059	5	2	0.79
加勢	179033	30059	5	2	0.79
問わ	179033	30059	5	2	0.79
クロス	179033	30059	5	2	0.79
クロニクル	179033	30059	5	2	0.79
ボード	179033	30059	5	2	0.79
麒麟	179033	30059	5	2	0.79
－	179033	30059	5	2	0.79
いよいよ	179033	30059	5	2	0.79
ガイア	179033	30059	5	2	0.79
KADOKAWA	179033	30059	5	2	0.79
外伝	179033	30059	5	2	0.79
エヴァグリオス	179033	30059	5	2	0.79
芸術	179033	30059	5	2	0.79
おく	179033	30059	5	2	0.79
クリア	179033	30059	5	2	0.79
学ぶ	179033	30059	5	2	0.79
1962	179033	30059	5	2	0.79
神里	179033	30059	5	2	0.79
綾華	179033	30059	5	2	0.79
欲望	179033	30059	42	7	0.79
交戦	179033	30059	42	7	0.79
真実	179033	30059	23	5	0.78
一部	179033	30059	23	5	0.78
動画	179033	30059	23	5	0.78
ファン	179033	30059	23	5	0.78
舞台	179033	30059	23	5	0.78
日本人	179033	30059	23	5	0.78
そんな	179033	30059	40	6	0.78
クール	179033	30059	40	6	0.78
くそへ	179033	30059	1	1	0.77
PREV	179033	30059	1	1	0.77
周	179033	30059	1	1	0.77
芳国	179033	30059	1	1	0.77
造	179033	30059	1	1	0.77
高市	179033	30059	1	1	0.77
県主	179033	30059	1	1	0.77
POP	179033	30059	1	1	0.77
PARADE	179033	30059	1	1	0.77
ノンスケール	179033	30059	1	1	0.77
プラスチック	179033	30059	1	1	0.77
製	179033	30059	1	1	0.77
済み	179033	30059	1	1	0.77
ュー	179033	30059	1	1	0.77
もらい	179033	30059	1	1	0.77
文中	179033	30059	1	1	0.77
牽引	179033	30059	1	1	0.77
締めくくっ	179033	30059	1	1	0.77
補完	179033	30059	1	1	0.77
キャ	179033	30059	1	1	0.77
TSDSRP	179033	30059	1	1	0.77
ショッキング	179033	30059	1	1	0.77
憤	179033	30059	1	1	0.77
ボーイ	179033	30059	1	1	0.77
ミリアム	179033	30059	1	1	0.77
亡くし	179033	30059	1	1	0.77
アラ	179033	30059	1	1	0.77
大学生	179033	30059	1	1	0.77
コルトン	179033	30059	1	1	0.77
優等生	179033	30059	1	1	0.77
ストリッパー	179033	30059	1	1	0.77
ステファニー	179033	30059	1	1	0.77
ウィル	179033	30059	1	1	0.77
やり手	179033	30059	1	1	0.77
売春	179033	30059	1	1	0.77
マシュー	179033	30059	1	1	0.77
シルビア	179033	30059	1	1	0.77
既婚者	179033	30059	1	1	0.77
欲深い	179033	30059	1	1	0.77
クリスティン	179033	30059	1	1	0.77
穢（けが）れ	179033	30059	1	1	0.77
祓（はら）う	179033	30059	1	1	0.77
積もり積もる	179033	30059	1	1	0.77
天（あま）	179033	30059	1	1	0.77
分かれる	179033	30059	1	1	0.77
hiroshitoda	179033	30059	1	1	0.77
よほど	179033	30059	1	1	0.77
凄い	179033	30059	1	1	0.77
調べ	179033	30059	1	1	0.77
巣食っ	179033	30059	1	1	0.77
開き直っ	179033	30059	1	1	0.77
気付かさ	179033	30059	1	1	0.77
あら	179033	30059	1	1	0.77
言い表す	179033	30059	1	1	0.77
きよめ	179033	30059	1	1	0.77
美德	179033	30059	1	1	0.77
改訳	179033	30059	1	1	0.77
教義	179033	30059	1	1	0.77
誤り	179033	30059	1	1	0.77
扱っ	179033	30059	1	1	0.77
信奉	179033	30059	1	1	0.77
糧	179033	30059	1	1	0.77
エヴァグリウス	179033	30059	1	1	0.77
遡り	179033	30059	1	1	0.77
取り除く	179033	30059	1	1	0.77
だい	179033	30059	1	1	0.77
概説	179033	30059	1	1	0.77
veniale	179033	30059	1	1	0.77
明示	179033	30059	1	1	0.77
軽重	179033	30059	1	1	0.77
おきて	179033	30059	1	1	0.77
成	179033	30059	1	1	0.77
立	179033	30059	1	1	0.77
ゆるさ	179033	30059	1	1	0.77
offense	179033	30059	1	1	0.77
matter	179033	30059	1	1	0.77
つまずき	179033	30059	1	1	0.77
前述	179033	30059	1	1	0.77
徳	179033	30059	1	1	0.77
serious	179033	30059	1	1	0.77
別種	179033	30059	1	1	0.77
不幸	179033	30059	1	1	0.77
概観	179033	30059	1	1	0.77
立て続け	179033	30059	1	1	0.77
っぽい	179033	30059	1	1	0.77
かん	179033	30059	1	1	0.77
でー	179033	30059	1	1	0.77
ポジティブ	179033	30059	1	1	0.77
ナーバス	179033	30059	1	1	0.77
唐突	179033	30059	1	1	0.77
思わさ	179033	30059	1	1	0.77
