token	corpus size	all contexts size	frequency	co-frequency	specificity
気	141167	114736	21	18	0.68
系	141167	114736	21	18	0.68
後編	141167	114736	21	18	0.68
発表	141167	114736	23	19	0.67
18	141167	114736	22	18	0.67
各	141167	114736	20	17	0.66
テスト	141167	114736	20	17	0.66
少女	141167	114736	20	17	0.66
赦さ	141167	114736	12	11	0.64
スマホ	141167	114736	7	7	0.63
Netmarble	141167	114736	7	7	0.63
FES	141167	114736	7	7	0.63
問わ	141167	114736	7	7	0.63
いよいよ	141167	114736	7	7	0.63
お知らせ	141167	114736	7	7	0.63
32	141167	114736	7	7	0.63
33	141167	114736	7	7	0.63
過ち	141167	114736	18	15	0.62
部	141167	114736	18	15	0.62
近親	141167	114736	18	15	0.62
29	141167	114736	17	14	0.61
2023	141167	114736	17	14	0.61
感じ	141167	114736	17	14	0.61
2016	141167	114736	16	13	0.61
最悪	141167	114736	16	13	0.61
非常	141167	114736	16	13	0.61
2017	141167	114736	16	13	0.61
方向性	141167	114736	13	11	0.55
程度	141167	114736	13	11	0.55
勝ち	141167	114736	6	6	0.54
さび	141167	114736	6	6	0.54
はなち	141167	114736	6	6	0.54
みぞ	141167	114736	6	6	0.54
うめ	141167	114736	6	6	0.54
屎戸	141167	114736	6	6	0.54
PS	141167	114736	6	6	0.54
発表会	141167	114736	6	6	0.54
リポート	141167	114736	6	6	0.54
総括	141167	114736	6	6	0.54
ドヒョン	141167	114736	6	6	0.54
探索	141167	114736	6	6	0.54
次世代	141167	114736	6	6	0.54
締めくくっ	141167	114736	6	6	0.54
エンド	141167	114736	6	6	0.54
深め	141167	114736	6	6	0.54
走っ	141167	114736	6	6	0.54
ガール	141167	114736	6	6	0.54
まみれ	141167	114736	6	6	0.54
弁護士	141167	114736	6	6	0.54
負け	141167	114736	6	6	0.54
未亡人	141167	114736	6	6	0.54
性	141167	114736	6	6	0.54
罪悪	141167	114736	6	6	0.54
考え方	141167	114736	6	6	0.54
天（あま）	141167	114736	6	6	0.54
sins	141167	114736	6	6	0.54
Pride	141167	114736	6	6	0.54
Lust	141167	114736	6	6	0.54
開き直っ	141167	114736	6	6	0.54
なぜ	141167	114736	6	6	0.54
いのち	141167	114736	6	6	0.54
あなた	141167	114736	6	6	0.54
気付かさ	141167	114736	6	6	0.54
あら	141167	114736	6	6	0.54
ごめん	141167	114736	6	6	0.54
なさい	141167	114736	6	6	0.54
405	141167	114736	6	6	0.54
美德	141167	114736	6	6	0.54
Wikipedia	141167	114736	6	6	0.54
教義	141167	114736	6	6	0.54
さまざま	141167	114736	6	6	0.54
罪深い	141167	114736	6	6	0.54
誤り	141167	114736	6	6	0.54
悪徳	141167	114736	6	6	0.54
妬み	141167	114736	6	6	0.54
虚栄心	141167	114736	6	6	0.54
独立	141167	114736	6	6	0.54
従順	141167	114736	6	6	0.54
情欲	141167	114736	6	6	0.54
好色	141167	114736	6	6	0.54
放蕩	141167	114736	6	6	0.54
虐待	141167	114736	6	6	0.54
快楽	141167	114736	6	6	0.54
扱っ	141167	114736	6	6	0.54
章	141167	114736	6	6	0.54
節	141167	114736	6	6	0.54
飲ん	141167	114736	6	6	0.54
だり	141167	114736	6	6	0.54
コントロール	141167	114736	6	6	0.54
節度	141167	114736	6	6	0.54
摂取	141167	114736	6	6	0.54
つながる	141167	114736	6	6	0.54
肉体的	141167	114736	6	6	0.54
信奉	141167	114736	6	6	0.54
毎日	141167	114736	6	6	0.54
糧	141167	114736	6	6	0.54
実践	141167	114736	6	6	0.54
勇気	141167	114736	6	6	0.54
語ら	141167	114736	6	6	0.54
際立っ	141167	114736	6	6	0.54
僧侶	141167	114736	6	6	0.54
エヴァグリウス	141167	114736	6	6	0.54
リ	141167	114736	6	6	0.54
選び	141167	114736	6	6	0.54
かかわら	141167	114736	6	6	0.54
記載	141167	114736	6	6	0.54
負債	141167	114736	6	6	0.54
取り除く	141167	114736	6	6	0.54
種種	141167	114736	6	6	0.54
くさぐさ	141167	114736	6	6	0.54
つみこと	141167	114736	6	6	0.54
ここだく	141167	114736	6	6	0.54
別	141167	114736	6	6	0.54
己	141167	114736	6	6	0.54
敗れ	141167	114736	6	6	0.54
戦闘	141167	114736	6	6	0.54
輝か	141167	114736	6	6	0.54
アイドル	141167	114736	6	6	0.54
太陽	141167	114736	6	6	0.54
剥い	141167	114736	6	6	0.54
殺す	141167	114736	6	6	0.54
思え	141167	114736	6	6	0.54
クニツ	141167	114736	6	6	0.54
称し	141167	114736	6	6	0.54
屡々	141167	114736	6	6	0.54
シハ゛シハ゛	141167	114736	6	6	0.54
実母	141167	114736	6	6	0.54
実子	141167	114736	6	6	0.54
地域	141167	114736	6	6	0.54
実	141167	114736	6	6	0.54
oEmbed	141167	114736	6	6	0.54
たか	141167	114736	6	6	0.54
のはら	141167	114736	6	6	0.54
犯さ	141167	114736	6	6	0.54
人為的	141167	114736	6	6	0.54
事例	141167	114736	6	6	0.54
清め	141167	114736	6	6	0.54
要素	141167	114736	6	6	0.54
キャスト	141167	114736	6	6	0.54
命運	141167	114736	6	6	0.54
梶	141167	114736	6	6	0.54
裕貴	141167	114736	6	6	0.54
ホ	141167	114736	6	6	0.54
満喫	141167	114736	6	6	0.54
史上	141167	114736	6	6	0.54
最	141167	114736	6	6	0.54
凶	141167	114736	6	6	0.54
逆賊	141167	114736	6	6	0.54
